"","SRR3191542","SRR3191543","SRR3191544","SRR3191545","SRR3194428","SRR3194429","SRR3194430","SRR3194431"
"GAMT",19.2776375457144,18.0426331732638,19.4943969025393,19.3791517542808,16.7791709041315,18.1853862676811,15.3793376716015,17.0160471428553
"DAZAP1",86.9329655037692,95.3121708935457,104.434269120746,110.586502796817,83.2337910571157,87.1638946994653,96.02073455121,94.9775586813083
"RPS15",236.839546990205,268.580284030269,260.289983132374,260.702618624753,206.874142873502,230.537165135399,208.762493784435,219.76190439558
"APC2",642.220725094371,750.240143525225,825.826415723385,876.786099768308,626.291347027082,709.938585982459,813.603008150388,818.423643955954
"C19orf25",17.9006634353062,20.494077897892,17.80355635487,17.836532709164,18.5170874959281,20.4684001281259,17.2817297012918,16.1893565934048
"PCSK4",17.4416720651702,19.1212688521002,14.521336468218,14.0763987866916,14.6067751643857,18.0279370359263,15.7998664360594,14.7426481318665
"REEP6",17.6252686132246,17.7484598063084,16.7094830593194,16.2939136640471,14.0481591170225,13.9027671639501,12.8962154433742,13.2040851648337
"ADAMTSL5",0.367193096108846,0.588346733910776,0.696228460804973,0.0964136903198052,0.289652765299433,0.346388309860592,0.280352509638569,0.206672637362615
"PLK5",0.550789644163268,0.392231155940517,0.19892241737285,0.385654761279221,0.227584315592412,0.299153540334148,0.300377688898467,0.29852714285711
"MEX3D",62.6064228865582,61.2861181157058,55.7977380730843,57.4625594306039,66.1028989379778,69.9074588991376,59.3546313263371,62.6218091208722
"MBD3",105.01722548713,123.650871910248,79.0716609057077,77.1309522558441,111.702519989403,126.888335871205,81.5425299463039,82.7149821977931
"UQCR11",42.5026008745989,42.3609648415759,43.1661645699084,43.9646427858312,40.8824188736914,47.2977492191463,41.4921714265083,37.0173657142816
"TCF3",303.026102563825,322.414010183105,221.201728118609,243.444568057508,265.818480611937,287.990389802731,208.642342708875,210.714235604372
"ONECUT3",1.65236893248981,2.74561809158362,2.88437505190632,2.12110118703571,2.00687987386036,2.18854432139192,2.28287043562835,2.15858087912064
"ATP8B3",2.47855339873471,3.3339648254944,1.1935345042371,1.8318601160763,2.11032729003873,2.18854432139192,1.08135968003448,1.40078120879105
"REXO1",54.9871661422996,62.6589271614977,67.7330831154553,69.5142707205795,48.5375276708907,54.5404138798677,59.5949334774559,60.3254464835099
"MIR1909",0,0,0,0,0,0,0,0
"LOC100288123",3.2129395909524,2.84367588056875,2.98383626059274,3.7601339224724,2.2137747062171,2.51918770807703,3.86485959716028,3.00823505494472
"KLF16",23.2249633288845,27.0639497598957,32.2254316144016,27.4779017411445,19.4481142415334,24.4676106146982,21.8875209310683,23.3310443956018
"ABHD17A",32.4047907316056,42.7531959975164,47.542457752111,44.7359523083896,21.1446518668586,25.6799696992102,26.0928085756468,28.45193307692
"ADAT3",3.39653613900682,5.49123618316724,2.78491384321989,3.6637202321526,3.43445421712185,4.48730310501221,3.04382724750447,2.9852714285711
"SCAMP4",63.0654142566942,67.7579321887244,55.1015096122793,64.5971725142695,50.0064809806236,54.0838111077788,46.4784410622228,47.9021246153794
"CSNK1G2",132.923900791402,157.382751321133,153.070800168408,152.333630705292,128.998927974426,143.263055973706,146.384060389853,148.459844505478
"CSNK1G2-AS1",0.550789644163268,0.980577889851293,0.596767252118549,0.867723212878247,0.662063463541562,0.472347695264443,0.560705019277139,0.367418021977982
"BTBD2",155.414477928069,166.404067907764,157.74547697667,158.889761647039,134.171298783345,147.215031690752,136.952200958441,141.432974835149
"MKNK2",125.947231965334,132.770246285865,180.124248931115,180.100773517396,104.688785172509,114.906449334664,171.275358209906,170.596780329652
"MOB3A",50.3054541669118,63.8356206293192,58.3837294989313,53.7024255081315,49.6133807991458,49.7382123113459,53.0867502179891,50.9792505494449
"IZUMO4",7.43566019620412,7.84462311881035,2.88437505190632,1.9282738063961,5.50340254068923,6.81755173498347,2.08261864302937,2.34228989010963
"AP3D1",228.210509231648,237.103733766043,375.267140373881,358.658927989675,209.749981043261,218.917411831894,346.135223507334,332.260709999964
"DOT1L",246.753760585144,272.502595589674,199.419723416282,196.683928252403,230.667048594527,251.320463727035,191.520814441663,182.147484395584
"PLEKHJ1",53.9773851280003,65.1103718861259,44.1607766567726,51.2920832501364,56.4202207836825,64.7273791744042,45.1167288725498,44.0212717582369
"MIR1227",0,0,0,0,0,0,0.0200251792598978,0
"MIR6789",0.0917982740272114,0,0,0,0,0.0472347695264443,0.0200251792598978,0.0459272527472477
"SF3A2",95.4702049882999,113.648977433765,110.600864059304,116.467737906325,74.46145016519,81.5114672794675,86.5688499405382,84.6898540659248
"AMH",8.99623085466672,12.7475125680668,13.5267243813538,12.5337797415747,12.1033476928692,12.1235908451207,13.5570463589508,12.1018310988998
"MIR4321",0,0,0,0,0.0206894832356738,0,0.0200251792598978,0
"JSRP1",0,0,0,0,0.0413789664713476,0.0787246158774073,0.100125896299489,0.137781758241743
"OAZ1",200.395632201402,230.729977482009,319.867247135542,304.860088791224,207.350000987923,220.145515839582,309.949724584698,307.45999351645
"C19orf35",0,0.196115577970259,0.298383626059274,0.19282738063961,0.103447416178369,0.299153540334148,0.780981991136015,0.436308901098853
"LINGO3",2.01956202859865,3.13784924752414,0.994612086864248,1.34979166447727,3.20686990152944,3.0545150960434,2.34294597340804,2.15858087912064
"LSM7",47.9186990422044,48.6366633366242,40.7790955614342,42.7112648116737,48.2271854223556,53.013156331846,36.7261787626526,39.1529829670287
"SPPL2B",122.550695826327,137.869251313092,138.151618865444,127.073243841503,107.874965590803,130.63562758697,125.577899138819,124.968054725261
"TMPRSS9",0.550789644163268,1.47086683477694,1.1935345042371,0.578482141918831,0.8689582958983,0.724266466072147,0.580730198537036,0.528163406593349
